Input String,Expected Value,Predicted Value
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
